Order_ID,Customer_Name,City,Region,Category,Product,Quantity,Unit_Price,Total_Sales,Profit,Payment_Method,Order_Date
ORD02711,Chad Santiago DVM,West Cynthiamouth,West,Furniture,Table,1,599,599,33.04,Cash,2025-07-15
ORD02712,Todd Smith,North Christopherchester,North,Clothing,Shoes,8,2060,16480,3270.22,UPI,2025-09-18
ORD02713,Steven Mccormick,Duncanton,North,Sports,Football,2,2165,4330,345.44,UPI,2024-01-03
ORD02714,Nicholas Mcintosh,East Miguel,West,Groceries,Milk,4,1237,4948,1095.38,Net Banking,2024-07-25
ORD02715,Victoria Bell,New Margaretton,East,Sports,Football,7,172,1204,223.27,UPI,2024-12-10
ORD02716,Ryan Knight,New Natalieville,North,Sports,Gym Gloves,8,2213,17704,2604.74,UPI,2024-02-11
ORD02717,Veronica Wallace,Ryanburgh,South,Sports,Tennis Racket,4,2140,8560,1357.96,Net Banking,2024-04-09
ORD02718,Michael Jackson,Lake Jeffery,East,Electronics,Laptop,9,797,7173,929.51,Card,2025-11-09
ORD02719,Martin Stewart,South Jamie,South,Clothing,Jeans,10,2631,26310,2302.66,Card,2024-01-19
ORD02720,Geoffrey Morgan,Douglastown,East,Electronics,Laptop,6,1766,10596,1387.92,Net Banking,2024-09-01
ORD02721,Brandon Sparks,South Scott,East,Groceries,Rice,8,2734,21872,3144.44,Card,2025-08-11
ORD02722,Sue Payne,Robertmouth,North,Sports,Tennis Racket,7,3638,25466,4084.85,UPI,2024-02-24
ORD02723,Michael May,New Ryan,North,Sports,Cricket Bat,5,231,1155,291.67,Cash,2025-12-24
ORD02724,Joshua Keith,South Barbaraberg,North,Furniture,Table,9,3759,33831,6736.29,Cash,2024-10-22
ORD02725,Alan Newman PhD,North Raventown,West,Groceries,Milk,1,4448,4448,607.88,Card,2024-03-12
ORD02726,Samantha May,Perezfort,South,Clothing,Jeans,8,1962,15696,3883.46,Net Banking,2025-01-02
ORD02727,Regina Green,Erinshire,North,Clothing,Jeans,4,2921,11684,3492.77,Card,2024-01-18
ORD02728,Sherry Webb,Lake Jonathon,South,Electronics,Phone,10,875,8750,2608.57,Card,2025-07-27
ORD02729,Aaron Gregory,Robertfurt,East,Electronics,Laptop,7,668,4676,968.33,Card,2025-10-08
ORD02730,Brittney Jones,Port Gregory,North,Sports,Football,5,3356,16780,1319.0,Net Banking,2024-02-02
ORD02731,Laura Hardy,North Kennethfort,North,Sports,Cricket Bat,4,553,2212,256.87,UPI,2025-02-22
ORD02732,Ashley Howell,Perkinston,North,Electronics,Phone,9,2084,18756,3387.2,UPI,2025-04-14
ORD02733,Natalie Clay,East Nicholas,West,Electronics,Phone,4,1141,4564,876.06,UPI,2025-10-04
ORD02734,Michael Oliver,Zamoraview,East,Clothing,T-Shirt,3,340,1020,217.99,UPI,2024-09-27
ORD02735,Gregory Parks,Kimberlychester,East,Groceries,Eggs,7,2763,19341,2052.02,Net Banking,2024-09-21
ORD02736,Tamara Wise,Aprilview,South,Electronics,Tablet,3,1282,3846,1133.1,Card,2025-03-05
ORD02737,Kaitlin Wood,Andrewsborough,East,Groceries,Rice,2,821,1642,218.75,Net Banking,2024-01-08
ORD02738,Robert Allison,East Christopherbury,West,Furniture,Sofa,8,1319,10552,1212.09,UPI,2024-12-24
ORD02739,Kent Glass,Port Jessicafurt,North,Groceries,Eggs,9,1485,13365,1213.48,Cash,2024-11-21
ORD02740,Carol Vasquez MD,North Jenniferton,West,Groceries,Milk,7,3811,26677,7915.5,Net Banking,2025-06-05
ORD02741,Barbara Gutierrez,Wilsontown,North,Groceries,Bread,7,1350,9450,2494.62,Net Banking,2024-10-09
ORD02742,Zachary Richardson,North Michaelstad,West,Groceries,Eggs,9,2308,20772,5141.63,Net Banking,2024-10-27
ORD02743,Rebecca Adams,Oliverhaven,North,Electronics,Phone,10,592,5920,1241.89,UPI,2025-01-05
ORD02744,Karen Williams,East Karenberg,East,Groceries,Rice,9,2584,23256,4073.28,Cash,2025-05-09
ORD02745,Jimmy Cordova,North Joseph,North,Furniture,Table,6,2327,13962,3531.32,Card,2024-11-10
ORD02746,Darren Lane,Charlesview,North,Groceries,Eggs,9,1348,12132,3480.29,Card,2024-06-03
ORD02747,Edward Turner,South Johnny,South,Groceries,Bread,10,3018,30180,2743.57,UPI,2024-09-19
ORD02748,Randy Santiago,West Heatherburgh,West,Groceries,Bread,5,820,4100,990.58,Cash,2024-04-13
ORD02749,Brian Osborne,Hendersonchester,West,Sports,Football,9,1302,11718,1944.01,Cash,2024-01-03
ORD02750,Ana Garcia,Garciachester,South,Clothing,Jeans,6,4906,29436,7277.72,UPI,2025-05-27
ORD02751,Theresa Turner,Maryfort,West,Sports,Tennis Racket,10,3538,35380,6517.35,Card,2025-02-18
ORD02752,Richard Rosario,Reesemouth,North,Electronics,Tablet,2,925,1850,551.75,Cash,2024-07-05
ORD02753,Scott Grant,Patricialand,South,Clothing,Jacket,4,2385,9540,673.19,UPI,2024-07-09
ORD02754,Johnny Martin,Lake Tylerbury,West,Electronics,Headphones,1,2647,2647,536.88,UPI,2025-06-24
ORD02755,Frank Crawford,West Christopher,West,Furniture,Bed,3,923,2769,632.39,UPI,2025-10-19
ORD02756,Elizabeth Barrett,Dodsonshire,North,Electronics,Phone,3,611,1833,549.67,Net Banking,2024-07-25
ORD02757,Alexander Adams,New Davidshire,North,Sports,Football,2,832,1664,419.16,Cash,2024-02-03
ORD02758,Megan Massey,Wolfehaven,West,Clothing,Shoes,2,2071,4142,317.83,UPI,2025-12-07
ORD02759,Brandon Edwards,Martinezside,West,Sports,Gym Gloves,9,3499,31491,1933.45,Cash,2024-04-17
ORD02760,Albert Lowery,Raymondville,East,Clothing,T-Shirt,9,2216,19944,1488.43,Net Banking,2025-10-25
ORD02761,Deborah Gonzales,Matthewberg,South,Sports,Tennis Racket,6,177,1062,220.02,Net Banking,2024-03-19
ORD02762,Christina Roberson,Rodriguezmouth,North,Clothing,Jeans,6,4442,26652,2436.32,Net Banking,2024-05-02
ORD02763,Christopher Jefferson,Jasonfurt,North,Furniture,Bed,9,128,1152,193.44,Cash,2025-04-24
ORD02764,Lisa Sanders,West Courtneyport,North,Groceries,Rice,7,966,6762,1059.52,Net Banking,2025-07-19
ORD02765,Michelle Gonzalez,Port Rogerton,West,Furniture,Table,4,4980,19920,5373.99,Card,2025-08-25
ORD02766,Jennifer Hernandez,Aliciatown,South,Groceries,Eggs,2,4486,8972,892.64,UPI,2024-12-12
ORD02767,Zachary Mills,Port Terry,South,Groceries,Eggs,9,968,8712,2395.08,Card,2024-01-08
ORD02768,Tammy Brown,South Sean,North,Sports,Football,9,3101,27909,6868.25,UPI,2025-04-21
ORD02769,Ryan Wright,Hernandezburgh,South,Furniture,Sofa,5,1690,8450,2109.13,Net Banking,2024-05-18
ORD02770,David Hamilton,Tiffanyfort,West,Furniture,Table,2,3300,6600,1295.38,Card,2025-01-28
ORD02771,Robin Ward,West Blakebury,East,Groceries,Bread,7,3967,27769,1526.76,UPI,2025-03-29
ORD02772,Timothy Lawrence,West Kaitlinbury,South,Groceries,Rice,4,4835,19340,5075.32,UPI,2025-01-08
ORD02773,Ian Alexander,Hayesmouth,West,Clothing,T-Shirt,2,3430,6860,1877.32,UPI,2024-05-28
ORD02774,Tiffany Hawkins,Lake Danielmouth,East,Electronics,Headphones,1,1882,1882,187.08,Cash,2024-02-17
ORD02775,Tammy Gallagher,Danielsberg,South,Clothing,Jeans,2,4508,9016,2402.09,Card,2025-08-14
ORD02776,Thomas Schneider,Rileyhaven,East,Sports,Tennis Racket,9,640,5760,605.36,UPI,2024-01-11
ORD02777,Kevin Martinez,New Brandon,South,Groceries,Rice,1,2691,2691,711.87,UPI,2024-02-17
ORD02778,Kelsey Lawson,Kellyview,West,Clothing,T-Shirt,7,4001,28007,6439.48,Card,2025-07-17
ORD02779,Jennifer West,New Jonathanberg,North,Groceries,Milk,4,2803,11212,1212.78,UPI,2025-07-17
ORD02780,David Wilkerson,Lake Joshua,West,Electronics,Tablet,1,1070,1070,289.02,Net Banking,2024-10-09
ORD02781,Justin Roy,Garciafurt,West,Clothing,Jeans,8,4241,33928,8653.87,UPI,2025-08-22
ORD02782,Eric Walton,Lake Cathy,South,Clothing,Shoes,4,4620,18480,2480.76,UPI,2024-04-23
ORD02783,Alison Fox,Port Stacyview,East,Groceries,Eggs,6,906,5436,453.89,Net Banking,2025-08-29
ORD02784,Kristen Orozco,Jaredmouth,North,Sports,Football,6,3067,18402,2114.38,Net Banking,2025-01-20
ORD02785,Bryce Williams,Hannahton,West,Furniture,Table,7,254,1778,157.13,Card,2024-10-26
ORD02786,Lauren Gill,East Michael,North,Clothing,Shoes,8,3938,31504,2688.44,Net Banking,2025-01-01
ORD02787,Theresa Gray,Marilynville,West,Electronics,Laptop,8,1767,14136,922.89,UPI,2025-05-27
ORD02788,Julia Collins,Sonyafurt,South,Clothing,Shoes,5,4037,20185,3691.63,Net Banking,2025-10-18
ORD02789,Nancy Arnold,Pamburgh,North,Electronics,Phone,2,4086,8172,1058.38,Cash,2024-08-21
ORD02790,Yvonne Schmidt,East Wanda,West,Groceries,Bread,2,2571,5142,904.03,Cash,2024-11-28
ORD02791,Lance Williams,Gregoryhaven,West,Groceries,Rice,3,4709,14127,1316.49,Net Banking,2024-09-22
ORD02792,Angela Barnes,Franklinhaven,North,Furniture,Bed,3,4646,13938,2495.58,Net Banking,2024-11-03
ORD02793,Carolyn Allen,North Nicolefurt,West,Groceries,Eggs,5,1214,6070,319.11,Cash,2025-10-30
ORD02794,Tiffany Yang,Lake Cheryl,West,Furniture,Bed,2,1791,3582,1023.63,Net Banking,2024-08-01
ORD02795,Cassandra Spencer,New Stephenchester,West,Groceries,Milk,6,1127,6762,706.44,Net Banking,2025-06-25
ORD02796,Danielle Moore,Rebekahside,West,Sports,Football,7,347,2429,605.63,Cash,2025-06-13
ORD02797,Matthew Ford,Port Josephside,North,Furniture,Chair,6,3135,18810,4596.32,Card,2024-09-22
ORD02798,Alex Jones,Colemanville,East,Electronics,Phone,8,1738,13904,2703.32,Net Banking,2024-03-26
ORD02799,Jennifer Moore,West Michaelbury,East,Groceries,Bread,1,2674,2674,261.95,Net Banking,2025-11-02
ORD02800,Brandon Richards,Alexismouth,West,Groceries,Rice,8,4197,33576,6676.41,Card,2025-04-19
ORD02801,Jacob Chan,West Royshire,North,Clothing,Jacket,3,3674,11022,2894.76,Cash,2025-08-23
ORD02802,Daniel Smith,Port Nancy,South,Sports,Tennis Racket,3,1582,4746,803.09,Net Banking,2025-02-16
ORD02803,Matthew Martinez,Jillville,South,Furniture,Table,1,1542,1542,144.73,Net Banking,2025-10-20
ORD02804,Savannah Rivera,West Karen,West,Electronics,Laptop,2,3907,7814,2012.36,Net Banking,2025-10-28
ORD02805,Natalie Mcmillan,Carrietown,East,Sports,Football,8,973,7784,1212.23,Cash,2024-02-28
ORD02806,Warren Fritz,Thorntonborough,West,Sports,Tennis Racket,2,2467,4934,577.53,Cash,2025-07-19
ORD02807,Kristy Martinez,Port Sarah,North,Electronics,Tablet,3,948,2844,736.27,Cash,2025-08-15
ORD02808,Diana Gill,West Steve,North,Sports,Cricket Bat,3,342,1026,281.76,UPI,2025-02-27
ORD02809,Megan Woods,Hicksborough,North,Clothing,Jeans,7,2300,16100,2799.21,Net Banking,2024-03-20
ORD02810,Sheila Brooks,Perezville,South,Sports,Football,2,3791,7582,1259.66,UPI,2024-01-20
ORD02811,Jason Sullivan,Lake Sherry,North,Groceries,Milk,8,422,3376,918.42,UPI,2025-12-02
ORD02812,Elizabeth Hamilton,Heidishire,South,Clothing,Jeans,4,1613,6452,989.2,Card,2025-04-14
ORD02813,Michele Mckay,Riveraberg,South,Clothing,Shoes,10,1933,19330,5087.71,Card,2025-03-27
ORD02814,Dana Ferrell,Gamblehaven,North,Groceries,Eggs,4,4648,18592,954.37,Net Banking,2024-08-15
ORD02815,Lauren Olsen,New Kathryn,East,Clothing,Jacket,1,1380,1380,372.94,UPI,2025-09-22
ORD02816,Carla Black,North Peter,South,Sports,Cricket Bat,10,1942,19420,1588.66,Net Banking,2025-12-18
ORD02817,Jessica Mccann,Vickiburgh,South,Furniture,Chair,3,4790,14370,1141.96,Card,2025-01-31
ORD02818,Madison Villarreal,Goodwinside,West,Electronics,Tablet,10,3616,36160,2345.88,Net Banking,2025-03-16
ORD02819,Robert Cooper,East Leslieland,East,Groceries,Bread,3,3816,11448,3042.34,Card,2025-07-20
ORD02820,Gregory Scott,South Andrew,North,Furniture,Bed,5,4903,24515,3515.66,Net Banking,2025-04-08
ORD02821,Krista Carey,Lake Nathaniel,North,Clothing,T-Shirt,7,4156,29092,8681.91,Cash,2025-02-26
ORD02822,Melissa Campbell,Lake Christopher,North,Electronics,Laptop,2,4728,9456,2741.84,Cash,2024-06-24
ORD02823,Jamie Roth,Audreyton,North,Furniture,Chair,6,2551,15306,4140.72,Card,2024-08-31
ORD02824,John White,South William,East,Clothing,T-Shirt,10,1944,19440,1814.49,Cash,2024-06-09
ORD02825,Kevin Jordan,Bryantland,East,Furniture,Table,3,153,459,132.81,UPI,2024-09-07
ORD02826,Gregory Johnson,Sullivanstad,North,Electronics,Phone,6,2814,16884,2296.45,Cash,2024-03-01
ORD02827,Christine Wilson,Lake Ashley,East,Clothing,Jacket,6,373,2238,238.37,Cash,2025-02-18
ORD02828,Cameron Jones,Port Mary,South,Sports,Cricket Bat,4,1678,6712,1804.1,Net Banking,2024-10-28
ORD02829,Elizabeth Patterson,Port Dale,East,Furniture,Bed,3,159,477,120.66,Cash,2024-01-28
ORD02830,Carla Copeland,East Rhonda,North,Electronics,Phone,5,2313,11565,839.81,Net Banking,2025-08-16
ORD02831,Kristin Howard,West Aaronhaven,South,Clothing,Shoes,6,1196,7176,2065.57,Cash,2024-04-30
ORD02832,Kenneth Brock,South Wesleystad,East,Groceries,Eggs,4,716,2864,487.68,Card,2024-11-12
ORD02833,George Cannon,Jacksonshire,North,Furniture,Chair,1,3245,3245,310.1,Cash,2024-10-01
ORD02834,Beverly Savage,Cooperburgh,West,Groceries,Bread,10,901,9010,1770.37,Net Banking,2024-07-04
ORD02835,Richard Larson,East Donnaberg,South,Electronics,Phone,2,4045,8090,1157.63,Net Banking,2025-02-14
ORD02836,Deborah Clark,Peterfort,West,Clothing,Shoes,6,1338,8028,1741.63,Card,2025-06-04
ORD02837,Tracy Baker,East Kimberlyberg,North,Groceries,Rice,3,308,924,251.87,Net Banking,2025-03-11
ORD02838,Dawn Pierce,Vincentmouth,East,Furniture,Chair,1,4778,4778,947.35,Card,2025-11-06
ORD02839,Amy Lopez,East Daniel,North,Furniture,Sofa,1,1665,1665,152.44,Card,2024-04-18
ORD02840,Kelly Elliott,Lopezton,South,Furniture,Sofa,6,181,1086,140.58,Cash,2024-10-04
ORD02841,Jessica Cameron,New Morgan,West,Electronics,Laptop,5,2047,10235,2216.36,Net Banking,2024-02-20
ORD02842,John Brown,Port Debraview,East,Sports,Gym Gloves,3,2237,6711,1117.61,Card,2024-05-09
ORD02843,Jamie Brown,New Katherine,East,Furniture,Table,2,4210,8420,1568.76,Card,2025-12-26
ORD02844,Charles Johnson,Robertville,East,Sports,Football,10,1577,15770,3690.0,Net Banking,2024-01-08
ORD02845,Brian Fernandez,North Hannah,South,Groceries,Rice,7,4136,28952,6036.83,Cash,2025-08-11
ORD02846,Ryan Morales,South Michealhaven,East,Furniture,Table,10,4929,49290,14616.67,UPI,2025-03-16
ORD02847,Diana Meyers,New Diana,East,Clothing,T-Shirt,3,2887,8661,1444.81,Net Banking,2025-07-09
ORD02848,Denise Cooper,Margaretshire,South,Clothing,T-Shirt,9,2832,25488,5330.43,Cash,2025-01-02
ORD02849,Frank Patel,Lisafort,North,Clothing,Shoes,8,1205,9640,1456.92,Card,2024-06-25
ORD02850,Jennifer Hartman,New Lisahaven,East,Groceries,Eggs,3,4888,14664,3588.72,Cash,2025-01-06
ORD02851,Timothy Manning,Joannahaven,South,Clothing,Jacket,2,4897,9794,1449.0,Cash,2025-07-22
ORD02852,Sean Scott,North Charlesmouth,West,Furniture,Sofa,1,970,970,177.82,Cash,2024-12-27
ORD02853,Evan Vasquez,Robertview,East,Clothing,Shoes,3,4625,13875,2120.06,Cash,2025-08-26
ORD02854,Barry Watkins,Cindyburgh,North,Electronics,Laptop,3,1431,4293,478.33,Card,2024-10-07
ORD02855,Marie Day,Holmesbury,West,Sports,Cricket Bat,10,193,1930,476.74,Net Banking,2025-09-12
ORD02856,Rachel Barajas,Port Brucetown,East,Furniture,Bed,1,1200,1200,182.97,Card,2024-01-01
ORD02857,Juan Kramer,Joneshaven,East,Electronics,Tablet,7,1690,11830,1138.97,UPI,2025-05-03
ORD02858,Joseph Cuevas,East Robert,South,Electronics,Phone,10,713,7130,445.45,Cash,2024-03-27
ORD02859,Joseph Young,South Carl,West,Clothing,Jeans,9,1555,13995,1170.22,UPI,2024-11-01
ORD02860,Sarah Davis,Port Anthonybury,North,Electronics,Phone,7,147,1029,230.19,Cash,2025-03-05
ORD02861,Brianna King,Lake Michealton,North,Groceries,Eggs,1,2724,2724,408.58,Net Banking,2025-02-13
ORD02862,Morgan Ayala,West Alexstad,East,Electronics,Headphones,7,1163,8141,1202.67,UPI,2024-08-11
ORD02863,Joseph Fisher,West John,West,Electronics,Tablet,4,3893,15572,1453.9,UPI,2024-10-04
ORD02864,Robert Scott,Rodriguezmouth,South,Groceries,Eggs,3,1926,5778,1261.48,Net Banking,2024-07-29
ORD02865,Jacob Mora,Gonzalezburgh,West,Electronics,Laptop,10,2221,22210,2682.49,Card,2024-04-05
ORD02866,Jill Roy,Campbellhaven,North,Furniture,Table,2,3287,6574,902.23,Cash,2024-10-21
ORD02867,Cheryl Richards,Paulaton,East,Groceries,Milk,8,3949,31592,6780.37,Net Banking,2025-02-01
ORD02868,Kelly Watkins,Drewfurt,East,Groceries,Rice,7,1807,12649,3130.75,Cash,2025-09-10
ORD02869,Tiffany Hanson,Port Stephaniemouth,East,Sports,Football,5,3610,18050,4552.44,Card,2025-04-29
ORD02870,Rebecca Gillespie,Johnsonchester,South,Electronics,Headphones,1,808,808,209.25,Cash,2025-05-21
ORD02871,Stephanie Garcia,Kathrynmouth,West,Clothing,Jeans,1,1481,1481,180.32,Card,2024-08-12
ORD02872,Brittany Peters,West Katieberg,East,Clothing,Jacket,2,4164,8328,766.63,Net Banking,2024-10-02
ORD02873,Logan Pearson,Port Michael,North,Clothing,Jeans,9,3284,29556,5708.74,Cash,2025-04-04
ORD02874,Kelly Hardy,Port Brian,South,Clothing,Jacket,9,3128,28152,6653.42,Net Banking,2025-01-22
ORD02875,Shawn Poole,Allenbury,West,Sports,Football,5,3930,19650,1832.15,Card,2025-06-12
ORD02876,Robyn Gomez,Joshuashire,East,Electronics,Laptop,1,4979,4979,670.8,Card,2025-05-27
ORD02877,Helen White,New Michael,South,Groceries,Bread,3,848,2544,375.76,Card,2024-10-12
ORD02878,Spencer Proctor,Lancemouth,North,Sports,Football,1,4864,4864,1192.91,Card,2025-05-03
ORD02879,Stacey Hill,Markbury,West,Groceries,Rice,5,4103,20515,5366.88,UPI,2025-10-12
ORD02880,Angela Brown MD,East Jaredstad,East,Clothing,Jeans,8,4238,33904,9799.82,Card,2025-06-19
ORD02881,Kristina Singh,South Taratown,West,Furniture,Bed,1,3345,3345,775.82,Card,2024-03-25
ORD02882,Jennifer Barron,Douglasbury,South,Groceries,Bread,7,3928,27496,2277.86,Net Banking,2025-02-01
ORD02883,Anthony Reese,Woodsport,East,Sports,Football,6,2532,15192,4110.45,UPI,2024-03-30
ORD02884,Ernest Johnson,North Melissa,North,Electronics,Phone,8,3994,31952,8982.53,UPI,2024-06-19
ORD02885,Mindy Vasquez,Debratown,West,Sports,Tennis Racket,6,435,2610,585.62,UPI,2025-10-27
ORD02886,Jesus Hernandez,New Joseland,North,Clothing,Jeans,6,3474,20844,4965.56,Card,2025-03-14
ORD02887,Laurie Coleman,Coleland,South,Electronics,Phone,4,3738,14952,1745.68,Cash,2025-03-11
ORD02888,Linda Baker,Nealview,West,Electronics,Headphones,8,3704,29632,6414.38,Net Banking,2024-01-23
ORD02889,Patricia Perez,West David,East,Electronics,Phone,3,1602,4806,745.69,UPI,2025-05-01
ORD02890,Jason Kennedy,Port Ritaburgh,West,Sports,Football,9,3803,34227,6058.91,Card,2025-06-03
ORD02891,Warren Howe,North Darlenetown,West,Furniture,Sofa,10,482,4820,707.59,Cash,2024-07-29
ORD02892,Theresa Austin,Jenniferhaven,North,Clothing,Jeans,9,4226,38034,9089.54,Card,2025-02-13
ORD02893,Katherine Allen,North Bridgetland,West,Clothing,T-Shirt,5,4777,23885,2018.58,UPI,2024-04-30
ORD02894,Meredith Cooper MD,Christineshire,West,Clothing,Shoes,2,4565,9130,2429.31,UPI,2025-11-30
ORD02895,Laurie Miller,Barrettshire,West,Groceries,Eggs,4,1630,6520,1693.47,Cash,2024-03-12
ORD02896,Stephen Norman,Samuelberg,South,Sports,Football,8,1670,13360,3819.31,UPI,2025-08-17
ORD02897,Colin Bonilla,New Luisstad,East,Sports,Cricket Bat,8,1083,8664,1650.17,Cash,2025-03-04
ORD02898,Michael King,Hofurt,West,Furniture,Bed,2,3848,7696,1803.82,Card,2024-01-07
ORD02899,Jason Reilly,West Emilyton,North,Sports,Tennis Racket,3,3419,10257,2018.87,Cash,2024-06-10
ORD02900,Tyler Henderson,Port Geraldtown,North,Sports,Cricket Bat,2,2044,4088,1183.11,UPI,2024-11-05
ORD02901,Brittany Kidd,Cooktown,South,Clothing,Jacket,10,3528,35280,5729.83,UPI,2025-01-24
ORD02902,Whitney Jones,East Robert,East,Sports,Tennis Racket,9,3697,33273,3242.88,Cash,2025-01-11
ORD02903,Johnny Ramos,Cooperton,South,Clothing,Jeans,9,4299,38691,9116.56,UPI,2024-10-11
ORD02904,David Jackson,Padillahaven,North,Furniture,Chair,8,4513,36104,2812.92,Net Banking,2025-04-27
ORD02905,Richard Hunter,Reevesbury,North,Groceries,Bread,4,1033,4132,561.68,UPI,2025-10-22
ORD02906,Deborah Charles,Amyfort,North,Groceries,Bread,10,1262,12620,3474.45,Card,2025-10-31
ORD02907,Susan Allison,Davisbury,South,Electronics,Phone,8,479,3832,301.23,Net Banking,2024-02-25
ORD02908,Valerie Thompson,Stephaniebury,North,Clothing,T-Shirt,8,492,3936,397.13,UPI,2025-06-09
ORD02909,Sherry Miller DDS,Lake Larrychester,West,Groceries,Milk,7,1330,9310,1696.03,Cash,2025-09-07
ORD02910,Kayla Young,East Holly,North,Clothing,Jacket,9,2772,24948,5939.28,Net Banking,2024-01-31
ORD02911,Candace Yates MD,Markbury,East,Furniture,Sofa,10,1606,16060,3378.97,UPI,2025-04-23
ORD02912,Jason Martin,North Ashleyton,North,Electronics,Headphones,9,117,1053,164.0,Net Banking,2025-08-29
ORD02913,Joshua Joyce,West Reginafurt,North,Electronics,Phone,8,3427,27416,4056.97,Cash,2024-01-16
ORD02914,Jose Tucker,Kristinborough,South,Electronics,Phone,10,1083,10830,1776.9,Net Banking,2025-10-12
ORD02915,Elizabeth Brooks MD,East Jodiburgh,West,Furniture,Sofa,5,2306,11530,1205.87,Cash,2025-09-01
ORD02916,Olivia Schultz,South Kevin,South,Clothing,Jacket,9,4069,36621,10070.69,UPI,2024-03-24
ORD02917,Selena Mcdonald,Lake Nancy,South,Clothing,Jeans,5,1429,7145,1531.94,Net Banking,2025-01-17
ORD02918,Jessica Newton,East Sarahhaven,South,Sports,Football,10,837,8370,2382.91,Net Banking,2024-06-08
ORD02919,Michael Burns,South Kimberlyburgh,West,Clothing,Jeans,1,1596,1596,299.78,Net Banking,2024-09-29
ORD02920,Henry Hays,East Anitamouth,North,Electronics,Phone,10,3186,31860,6762.49,Cash,2025-04-04
ORD02921,Stephanie Lewis,North Linda,East,Clothing,Jeans,7,2707,18949,1577.3,UPI,2025-12-07
ORD02922,Misty Smith,East Nicholaston,West,Clothing,Jacket,4,3580,14320,1631.92,Card,2024-03-22
ORD02923,Antonio Smith,Rebeccatown,South,Clothing,T-Shirt,4,3377,13508,3468.41,UPI,2024-10-05
ORD02924,Jennifer Reed,Joseshire,West,Clothing,Shoes,8,2137,17096,3067.75,Net Banking,2024-10-10
ORD02925,Tamara Gonzalez,East Carol,West,Furniture,Table,3,1990,5970,937.12,Net Banking,2025-01-25
ORD02926,Troy Spencer,Donland,East,Sports,Gym Gloves,5,4894,24470,1674.3,Net Banking,2025-01-16
ORD02927,Taylor Strong,North Aaron,West,Furniture,Table,1,2201,2201,212.39,Cash,2025-06-21
ORD02928,Daniel Johnson,Nicholsmouth,West,Furniture,Bed,10,1155,11550,609.49,UPI,2025-03-02
ORD02929,Joshua Sanchez,Lake Marthaview,South,Groceries,Eggs,3,1649,4947,1351.2,Cash,2025-01-21
ORD02930,Bryan Chambers,Lake Edgar,West,Furniture,Sofa,9,4011,36099,9612.81,Net Banking,2025-02-13
ORD02931,Antonio Patterson,Lake Christine,South,Groceries,Milk,6,3653,21918,1163.61,Card,2024-05-04
ORD02932,Stephanie Jones,Youngchester,South,Sports,Cricket Bat,1,4386,4386,1258.26,UPI,2024-09-14
ORD02933,Seth Shaw,South Aprilmouth,North,Clothing,Jeans,10,4424,44240,10463.15,Cash,2025-09-05
ORD02934,Eric Lamb,South Robert,East,Furniture,Bed,1,340,340,17.38,Card,2024-03-09
ORD02935,Katie Robinson,Jonesberg,East,Electronics,Headphones,7,1302,9114,2369.81,Cash,2024-03-09
ORD02936,Cameron Phillips,New Taylorburgh,North,Electronics,Tablet,10,679,6790,709.09,Cash,2024-05-01
ORD02937,Gregory Rangel,Lozanoview,West,Sports,Gym Gloves,6,1347,8082,2224.84,Cash,2025-07-10
ORD02938,Cathy Contreras,Prattberg,South,Electronics,Headphones,6,3243,19458,2418.25,Card,2025-11-14
ORD02939,Kenneth Evans,Port Danielle,South,Electronics,Tablet,10,1339,13390,855.66,Card,2024-07-06
ORD02940,Mark Jones,New Hannahstad,North,Furniture,Chair,10,4068,40680,12136.13,Card,2025-03-14
ORD02941,Renee Christian,Lake Josephshire,North,Sports,Gym Gloves,3,4756,14268,4066.97,Card,2025-07-12
ORD02942,Jordan Norton,Rebeccashire,South,Groceries,Milk,1,797,797,134.27,UPI,2025-01-08
ORD02943,William Obrien,Bellburgh,East,Groceries,Eggs,7,923,6461,1835.65,Net Banking,2025-03-16
ORD02944,Dr. Jane Williams,New Annaside,West,Furniture,Sofa,1,2636,2636,295.17,Card,2024-11-10
ORD02945,Lindsay Cook,Jonesfurt,South,Electronics,Phone,6,1947,11682,3400.53,Net Banking,2025-11-03
ORD02946,Jessica Mendez,Ericland,West,Sports,Tennis Racket,7,894,6258,332.82,Net Banking,2025-05-23
ORD02947,Lisa Stewart,Brownside,North,Furniture,Table,2,4165,8330,2479.38,Cash,2024-12-24
ORD02948,Francisco Pruitt,Lake Nathanielfurt,East,Groceries,Rice,10,1569,15690,4573.63,UPI,2024-05-30
ORD02949,Adrienne Schmidt,South Melanieville,North,Sports,Cricket Bat,9,4067,36603,3599.69,Cash,2025-04-15
ORD02950,Peter Graham,Jeffreyview,East,Clothing,Jeans,5,2643,13215,1569.49,UPI,2025-04-04
ORD02951,Dawn Gallagher,Ibarrahaven,West,Clothing,Shoes,7,310,2170,349.33,Cash,2025-07-01
ORD02952,Travis Robertson,Shawside,West,Furniture,Sofa,2,142,284,63.32,Card,2025-04-26
ORD02953,Stephanie Burns,Port Raymondburgh,East,Electronics,Laptop,8,379,3032,892.51,UPI,2025-12-05
ORD02954,Rick Williams,East Gregory,East,Groceries,Milk,3,4509,13527,2682.03,Card,2024-03-21
ORD02955,Sean Leach,East Alexis,East,Groceries,Milk,5,403,2015,405.53,UPI,2024-03-16
